-0.67487,0,0,0
-0.67474,-0.16666,-0.32829,1.5261
-0.67474,-0.16964,-0.29986,1.5043
-0.67474,-0.1595,-0.26752,1.4561
-0.67474,-0.15425,-0.2472,1.4283
-0.67474,-0.14059,-0.23206,1.4104
-0.67474,-0.12067,-0.23736,1.4025
-0.67474,-0.10609,-0.26667,1.4307
-0.67473,-0.099269,-0.2837,1.445
-0.67473,-0.097843,-0.28926,1.4507
-0.67473,-0.11006,-0.27181,1.4438
-0.67473,-0.12315,-0.24808,1.4276
-0.67473,-0.14661,-0.22561,1.4068
-0.67473,-0.15364,-0.22168,1.4032
-0.67473,-0.17368,-0.22176,1.403
-0.67473,-0.19785,-0.25298,1.4358
-0.67473,-0.19802,-0.28814,1.4761
-0.67473,-0.17988,-0.35057,1.5206
-0.67473,-0.17467,-0.35589,1.526
-0.67473,-0.17097,-0.32857,1.5146
-0.67472,-0.1643,-0.29353,1.4727
-0.67472,-0.1518,-0.27252,1.4436
-0.67472,-0.13509,-0.24024,1.4095
-0.67472,-0.13114,-0.22895,1.3986
-0.67472,-0.12366,-0.23515,1.3966
-0.67472,-0.11638,-0.25459,1.4074
-0.67472,-0.11277,-0.27759,1.4337
-0.67472,-0.11091,-0.29157,1.4491
-0.67472,-0.1121,-0.29451,1.4522
-0.67472,-0.12629,-0.26628,1.4306
-0.67472,-0.13635,-0.25092,1.4172
-0.67472,-0.15148,-0.2333,1.3947
-0.67472,-0.17985,-0.22518,1.3931
-0.67471,-0.20297,-0.23137,1.4066
-0.67471,-0.2141,-0.28632,1.4542
-0.67471,-0.19499,-0.32748,1.5121
-0.67471,-0.1863,-0.34724,1.5287
-0.67471,-0.18245,-0.34996,1.5312
-0.67471,-0.18147,-0.33537,1.5162
-0.67471,-0.20122,-0.2796,1.4574
-0.67471,-0.20182,-0.25133,1.435
-0.67471,-0.18621,-0.22032,1.4146
-0.67471,-0.17781,-0.20614,1.4085
-0.67471,-0.11521,-0.18481,1.4047
-0.67471,-0.068636,-0.26612,1.3981
-0.6747,-0.11347,-0.28778,1.4619
-0.6747,-0.15055,-0.28585,1.5228
-0.6747,-0.12073,-0.30223,1.4962
-0.6747,-0.10875,-0.30861,1.4788
-0.6747,-0.1304,-0.27832,1.474
-0.6747,-0.14993,-0.25971,1.4667
-0.6747,-0.16431,-0.26092,1.4691
-0.6747,-0.20151,-0.26146,1.4606
-0.6747,-0.2234,-0.27406,1.4644
-0.6747,-0.23543,-0.29888,1.4912
-0.6747,-0.23793,-0.31462,1.5108
-0.6747,-0.23816,-0.32016,1.5173
-0.6747,-0.22599,-0.30783,1.4908
-0.6747,-0.21927,-0.29682,1.472
-0.67469,-0.1943,-0.24042,1.4295
-0.67469,-0.17779,-0.20537,1.4114
-0.67469,-0.16274,-0.19297,1.3965
-0.67469,-0.14861,-0.18339,1.3919
-0.67469,-0.13517,-0.20125,1.4095
-0.67469,-0.11888,-0.23269,1.4406
-0.67469,-0.1121,-0.24679,1.4577
-0.67469,-0.11032,-0.25165,1.4636
-0.67469,-0.12147,-0.24566,1.4568
-0.67469,-0.13952,-0.2353,1.4442
-0.67469,-0.16174,-0.22429,1.4328
-0.67469,-0.21319,-0.21885,1.4362
-0.67468,-0.24785,-0.25304,1.4742
-0.67468,-0.24426,-0.28538,1.4925
-0.67468,-0.2411,-0.30668,1.5069
-0.67468,-0.23682,-0.31308,1.5108
-0.67468,-0.22407,-0.29241,1.4775
-0.67468,-0.2138,-0.26369,1.4441
-0.67468,-0.2132,-0.22095,1.4162
-0.67468,-0.19772,-0.19572,1.4043
-0.67468,-0.18255,-0.18101,1.3982
-0.67468,-0.17198,-0.17772,1.3974
-0.67468,-0.13917,-0.19443,1.4056
-0.67468,-0.11657,-0.21619,1.4219
-0.67467,-0.10782,-0.23243,1.437
-0.67467,-0.10551,-0.23924,1.4435
-0.67467,-0.11359,-0.23965,1.4434
-0.67467,-0.14047,-0.2307,1.4319
-0.67467,-0.16314,-0.22409,1.4243
-0.67467,-0.18295,-0.21895,1.4208
-0.67467,-0.21706,-0.23622,1.4289
-0.67467,-0.22926,-0.2814,1.4629
-0.67467,-0.21778,-0.31198,1.4913
-0.67467,-0.21306,-0.31875,1.4978
-0.67467,-0.19133,-0.29257,1.4418
-0.67467,-0.16185,-0.28487,1.4359
-0.67466,-0.15249,-0.25276,1.4252
-0.67466,-0.1345,-0.2153,1.4063
-0.67466,-0.12499,-0.20126,1.3989
-0.67466,-0.11093,-0.20131,1.4005
-0.67466,-0.079374,-0.22861,1.4063
-0.67466,-0.074984,-0.24569,1.4063
-0.67466,-0.094975,-0.24256,1.4272
-0.67466,-0.10379,-0.23268,1.4332
-0.67466,-0.11048,-0.21852,1.4217
-0.67466,-0.12438,-0.20743,1.4084
-0.67466,-0.14925,-0.19995,1.4011
-0.67466,-0.18021,-0.19929,1.409
-0.67466,-0.19199,-0.20322,1.4153
-0.67465,-0.20837,-0.26032,1.4638
-0.67465,-0.19368,-0.29941,1.4935
-0.67465,-0.18805,-0.31251,1.503
-0.67465,-0.1761,-0.30585,1.4938
-0.67465,-0.17042,-0.3044,1.4943
-0.67465,-0.15226,-0.25549,1.4498
-0.67465,-0.14632,-0.21749,1.4219
-0.67465,-0.14029,-0.2077,1.4128
-0.67465,-0.1191,-0.20274,1.4048
-0.67465,-0.10575,-0.20502,1.4056
-0.67465,-0.095257,-0.21775,1.4235
-0.67464,-0.094038,-0.22141,1.4295
-0.67464,-0.105,-0.21956,1.4267
-0.67464,-0.12531,-0.21666,1.4226
-0.67464,-0.14329,-0.21651,1.4223
-0.67464,-0.16169,-0.23238,1.4453
-0.67464,-0.17826,-0.25766,1.4671
-0.67464,-0.17684,-0.28751,1.4887
-0.67464,-0.17728,-0.30196,1.4996
-0.67464,-0.17703,-0.30696,1.5032
-0.67464,-0.17515,-0.31078,1.5046
-0.67464,-0.15877,-0.26677,1.4566
-0.67464,-0.14584,-0.2309,1.4386
-0.67463,-0.14182,-0.21833,1.4299
-0.67463,-0.12815,-0.20787,1.4166
-0.67463,-0.10022,-0.21789,1.4122
-0.67463,-0.099797,-0.22344,1.426
-0.67463,-0.10356,-0.22605,1.4373
