-0.67487,0,0,0
-0.67474,-0.14744,-0.4144,1.3511
-0.67474,-0.12912,-0.3416,1.2569
-0.67474,-0.11578,-0.29263,1.2358
-0.67474,-0.10129,-0.26725,1.2367
-0.67474,-0.078331,-0.2748,1.2436
-0.67474,0.029607,-0.31149,1.2551
-0.67474,0.06934,-0.36946,1.3303
-0.67473,-0.077612,-0.4735,1.4009
-0.67473,-0.0575,-0.46205,1.4156
-0.67473,-0.11053,-0.43099,1.511
-0.67473,-0.11785,-0.40144,1.5214
-0.67473,-0.12914,-0.41071,1.486
-0.67473,-0.10835,-0.4024,1.4785
-0.67473,-0.087189,-0.3948,1.4721
-0.67473,-0.048425,-0.36487,1.4676
-0.67473,-0.048645,-0.39165,1.4672
-0.67473,-0.02908,-0.42298,1.4618
-0.67473,-0.023396,-0.42949,1.4601
-0.67473,-0.026293,-0.43094,1.4614
-0.67472,-0.039485,-0.42838,1.4695
-0.67472,-0.013558,-0.36773,1.4989
-0.67472,-0.08,-0.38575,1.4922
-0.67472,-0.096129,-0.39093,1.4891
-0.67472,-0.099291,-0.39512,1.4869
-0.67472,-0.064515,-0.4163,1.4345
-0.67472,-0.028531,-0.42271,1.3811
-0.67472,-0.0020114,-0.42608,1.3511
-0.67472,-0.013588,-0.39705,1.3117
-0.67472,-0.040125,-0.34473,1.2765
-0.67472,-0.046982,-0.28106,1.25
-0.67472,-0.086887,-0.24452,1.2142
-0.67472,-0.11151,-0.23024,1.2101
-0.67471,-0.16703,-0.27028,1.2387
-0.67471,-0.19476,-0.39291,1.2525
-0.67471,-0.17898,-0.47784,1.3782
-0.67471,-0.16685,-0.49693,1.4092
-0.67471,-0.16735,-0.47544,1.4021
-0.67471,-0.18157,-0.38748,1.3427
-0.67471,-0.17423,-0.28762,1.2667
-0.67471,-0.17097,-0.2414,1.239
-0.67471,-0.15974,-0.22164,1.2257
-0.67471,-0.11302,-0.20305,1.2363
-0.67471,0.038369,-0.19039,1.2202
-0.67471,0.12441,-0.31327,1.2761
-0.6747,0.06871,-0.38191,1.3555
-0.6747,-0.076277,-0.45477,1.4996
-0.6747,-0.083184,-0.47815,1.5165
-0.6747,-0.082202,-0.47989,1.5218
-0.6747,-0.078145,-0.43216,1.5002
-0.6747,-0.095694,-0.39914,1.4834
-0.6747,-0.081114,-0.39619,1.491
-0.6747,-0.14017,-0.43593,1.3545
-0.6747,-0.1435,-0.44384,1.3426
-0.6747,-0.072556,-0.40684,1.4722
-0.6747,-0.053057,-0.39637,1.5095
-0.6747,-0.052717,-0.3947,1.5148
-0.6747,-0.061455,-0.39755,1.504
-0.6747,-0.064692,-0.39892,1.4991
