-0.66681,0,0,0
-0.66676,-0.12895,-0.30985,1.5221
-0.66676,-0.13862,-0.30018,1.5147
-0.66676,-0.1603,-0.28366,1.498
-0.66676,-0.1798,-0.26729,1.4819
-0.66676,-0.20533,-0.24774,1.4562
-0.66676,-0.20279,-0.24472,1.4573
-0.66676,-0.1972,-0.24541,1.4613
-0.66676,-0.19001,-0.24968,1.4656
-0.66675,-0.1821,-0.25654,1.47
-0.66675,-0.16743,-0.26938,1.4784
-0.66675,-0.1567,-0.27833,1.486
-0.66675,-0.144,-0.29831,1.4856
-0.66675,-0.12601,-0.33501,1.4949
-0.66675,-0.12432,-0.32236,1.489
-0.66675,-0.11598,-0.3245,1.5214
-0.66675,-0.11233,-0.32512,1.5336
-0.66675,-0.11121,-0.3253,1.5363
-0.66675,-0.11051,-0.32533,1.5373
-0.66675,-0.11028,-0.32525,1.5373
-0.66675,-0.11177,-0.32381,1.536
-0.66674,-0.11385,-0.32065,1.5348
-0.66674,-0.11579,-0.31797,1.5337
-0.66674,-0.13482,-0.30189,1.5152
-0.66674,-0.16295,-0.27115,1.4862
-0.66674,-0.16925,-0.26408,1.4798
-0.66674,-0.17249,-0.26065,1.4764
-0.66674,-0.17371,-0.25961,1.4747
-0.66674,-0.17307,-0.26114,1.4743
-0.66674,-0.16368,-0.27203,1.4784
-0.66674,-0.15824,-0.27774,1.4814
-0.66674,-0.15519,-0.2855,1.4786
-0.66674,-0.13888,-0.31286,1.4891
-0.66673,-0.11577,-0.3132,1.5469
-0.66673,-0.11029,-0.31659,1.5592
-0.66673,-0.10958,-0.31953,1.5611
-0.66673,-0.11022,-0.3232,1.5519
-0.66673,-0.11081,-0.32408,1.5478
-0.66673,-0.11147,-0.32407,1.5456
-0.66673,-0.11294,-0.32147,1.5446
-0.66673,-0.11557,-0.31584,1.5433
-0.66673,-0.12531,-0.30386,1.5315
-0.66673,-0.14538,-0.27769,1.5
-0.66673,-0.15225,-0.27031,1.4885
-0.66672,-0.15704,-0.26575,1.4793
-0.66672,-0.15811,-0.26467,1.4761
-0.66672,-0.15693,-0.26631,1.4745
-0.66672,-0.13867,-0.28993,1.4908
-0.66672,-0.1264,-0.29942,1.5062
-0.66672,-0.12047,-0.30264,1.5168
-0.66672,-0.11795,-0.30294,1.5258
-0.66672,-0.11687,-0.30484,1.5325
-0.66672,-0.11545,-0.31061,1.5368
-0.66672,-0.11377,-0.31635,1.5386
-0.66672,-0.11285,-0.31956,1.5392
-0.66672,-0.11352,-0.31968,1.5384
